바가, 71, 186
하아, 50, 195
사자, 60, 186
카마, 62, 180
하사, 76, 153
파타, 75, 163
라파, 87, 194
자아, 46, 151
하나, 87, 149
파차, 59, 149
타가, 80, 173
가타, 90, 182
나파, 91, 172
자타, 48, 175
타바, 44, 153
타가, 64, 195
차타, 65, 182
타나, 60, 165
하파, 51, 162
바라, 93, 162
마하, 75, 161
카카, 68, 163
차다, 55, 175
카파, 47, 198
타나, 58, 198
차카, 62, 165
다가, 44, 160
바차, 74, 189
카하, 60, 175
파아, 72, 163
자가, 43, 142
파가, 78, 144
다사, 76, 175
바사, 95, 171
하자, 67, 186
마라, 89, 153
차사, 44, 194
차파, 50, 196
사바, 81, 158
사타, 43, 192
사사, 70, 159
나나, 67, 161
카라, 49, 160
차아, 44, 181
아가, 95, 154
다라, 43, 190
파파, 40, 188
아다, 62, 196
하가, 63, 190
다바, 86, 154
바바, 66, 157
하나, 45, 197
나차, 75, 181
나아, 61, 192
라라, 80, 176
자라, 92, 198
나라, 59, 167
파자, 73, 198
카자, 71, 144
차다, 88, 184
자파, 67, 197
바라, 63, 192
사자, 53, 143
타타, 58, 177
가차, 95, 162
아나, 60, 192
자사, 72, 148
하가, 71, 152
바자, 77, 197
자사, 68, 145
라아, 96, 181
마라, 77, 162
가자, 76, 140
마파, 72, 163
자카, 98, 183
사아, 88, 196
아사, 93, 178
파아, 45, 189
다사, 99, 152
타카, 55, 198
자바, 53, 175
나사, 98, 183
라하, 74, 186
타라, 63, 153
자사, 71, 189
바자, 91, 198
바차, 46, 154
바나, 59, 157
자마, 49, 143
라아, 40, 156
타하, 55, 196
사다, 54, 185
자타, 45, 199
아자, 47, 190
마다, 68, 161
다가, 87, 164
자나, 94, 166
라타, 64, 194
다바, 69, 181
마마, 54, 184
차카, 62, 182
아타, 55, 153
타하, 60, 168
라하, 93, 148
자아, 99, 195
자파, 73, 140
카타, 87, 173
나파, 58, 180
하파, 54, 149
다바, 60, 197
파사, 91, 162
라바, 97, 181
자아, 97, 172
라사, 56, 197
바자, 99, 165
파마, 86, 150
하파, 56, 162
마사, 41, 164
카타, 53, 184
바나, 89, 178
나파, 66, 165
자사, 98, 190
사라, 73, 190
마아, 50, 179
바파, 42, 144
타카, 87, 179
마타, 78, 156
카다, 61, 179
가하, 83, 155
마사, 91, 146
파다, 61, 149
카나, 48, 184
라차, 93, 166
타가, 82, 166
라아, 72, 145
가라, 81, 174
다카, 90, 180
가사, 67, 172
하아, 74, 166
마마, 49, 159
자나, 51, 173
아사, 56, 197
다차, 53, 164
타하, 71, 191
차바, 83, 182
바나, 72, 181
아나, 94, 179
나가, 71, 155
자차, 61, 183
하바, 51, 168
차하, 87, 171
나아, 62, 161
다차, 92, 180
다나, 61, 165
나마, 54, 158
하타, 86, 171
자마, 43, 163
사타, 79, 176
마가, 63, 166
바자, 64, 145
사라, 43, 166
카바, 64, 190
카파, 98, 174
라나, 55, 194
라타, 72, 154
차타, 90, 171
아다, 57, 143
사사, 51, 154
자사, 78, 177
가카, 83, 172
마차, 44, 154
차라, 67, 186
나다, 71, 190
차사, 99, 173
다파, 42, 151
사카, 78, 181
라자, 85, 185
라타, 94, 179
타가, 60, 194
카마, 46, 177
사가, 86, 153
가아, 51, 171
마나, 43, 179
마카, 87, 168
가바, 80, 149
파사, 85, 196
파다, 46, 188
파사, 43, 161
사자, 61, 149
가타, 90, 164
마다, 86, 159
가하, 82, 172
차마, 84, 162
카하, 44, 192
라타, 83, 149
자마, 62, 195
아차, 53, 183
아다, 91, 196
카하, 96, 163
라자, 95, 199
카카, 67, 170
차자, 76, 160
타마, 49, 197
바가, 75, 187
가타, 74, 151
바아, 97, 182
하차, 59, 157
아사, 79, 163
마하, 76, 158
사차, 49, 165
타가, 46, 161
카자, 56, 156
카바, 67, 188
타바, 64, 182
바아, 83, 178
바아, 82, 180
차하, 45, 163
하자, 60, 161
카차, 43, 185
가마, 74, 156
가하, 41, 188
가아, 40, 144
하가, 54, 164
파하, 80, 144
나타, 53, 191
차나, 87, 165
타다, 90, 171
하나, 97, 167
파하, 87, 179
카아, 67, 190
나라, 77, 197
타나, 82, 165
하타, 70, 194
카파, 46, 153
나다, 65, 180
바라, 48, 176
아차, 78, 185
사타, 43, 147
타아, 59, 182
차타, 81, 168
파타, 57, 177
자사, 82, 165
라아, 96, 175
차차, 97, 187
차차, 64, 181
차아, 41, 159
파타, 59, 142
하파, 61, 147
타카, 54, 164
차파, 88, 179
사사, 69, 152
차나, 98, 179
바다, 45, 184
사가, 54, 143
파파, 91, 190
자카, 41, 140
타아, 61, 168
파마, 58, 144
자가, 82, 142
바카, 86, 153
아파, 84, 146
나나, 93, 153
사하, 89, 196
하마, 60, 165
다나, 80, 189
자다, 48, 172
사라, 93, 171
차사, 42, 159
아바, 62, 190
사사, 63, 141
마카, 92, 156
마나, 92, 199
카파, 44, 184
카아, 70, 187
라타, 63, 187
카자, 85, 192
파가, 90, 179
하파, 62, 173
하하, 69, 150
마카, 64, 170
나라, 91, 172
나타, 56, 175
라가, 92, 165
차차, 98, 182
차나, 68, 163
파나, 46, 156
라하, 47, 197
바가, 72, 178
파다, 58, 175
아라, 56, 155
나자, 56, 146
가라, 78, 151
가라, 45, 141
바타, 50, 193
아라, 88, 171
차바, 68, 142
사나, 50, 192
하다, 45, 154
다타, 42, 182
타마, 82, 193
마파, 84, 160
아나, 66, 161
바나, 67, 147
아하, 74, 166
다자, 57, 190
바차, 87, 188
사파, 40, 168
사가, 52, 178
나라, 45, 157
사하, 58, 192
라파, 96, 143
다나, 44, 184
가바, 72, 146
차카, 58, 195
카아, 59, 157
마나, 88, 169
파파, 94, 147
다바, 41, 186
타가, 52, 154
다마, 91, 181
다바, 84, 196
사파, 54, 197
라카, 64, 181
바차, 84, 156
차가, 67, 155
사차, 81, 188
타타, 76, 140
카가, 43, 168
카타, 98, 169
라가, 40, 192
카자, 50, 168
바마, 87, 188
아파, 52, 172
라파, 93, 191
카카, 56, 199
자자, 56, 189
가아, 79, 148
타아, 90, 141
다가, 65, 173
하자, 58, 161
자아, 57, 154
라자, 41, 198
카차, 51, 143
차차, 74, 171
바아, 68, 179
사파, 66, 170
하나, 87, 175
사파, 69, 172
다하, 44, 176
다바, 40, 153
하나, 80, 197
바차, 61, 162
라자, 52, 171
아카, 75, 189
차하, 50, 194
카카, 95, 181
가파, 85, 155
바아, 88, 171
라사, 99, 187
자라, 87, 152
나나, 59, 150
차바, 43, 184
자라, 83, 144
파카, 68, 144
가아, 43, 197
사다, 45, 176
라다, 85, 141
다차, 66, 141
바나, 97, 191
타파, 44, 193
다다, 85, 189
파카, 89, 153
자다, 96, 193
파바, 68, 196
라아, 80, 154
카사, 68, 169
라하, 61, 186
하하, 64, 181
사라, 76, 195
라자, 65, 161
카가, 47, 173
카파, 51, 153
사사, 48, 186
카나, 74, 151
타사, 65, 155
바타, 47, 141
카마, 47, 185
자가, 94, 162
마차, 81, 141
하다, 65, 143
마타, 96, 153
타차, 86, 154
자사, 93, 143
마카, 46, 190
차차, 97, 159
다바, 98, 161
파가, 42, 150
사타, 58, 141
하나, 67, 157
라카, 56, 149
다가, 54, 194
마다, 73, 170
가파, 95, 141
라나, 82, 156
파바, 62, 187
타하, 68, 148
사카, 48, 152
아사, 95, 159
마아, 72, 158
타타, 60, 158
다다, 53, 143
아하, 71, 155
파자, 99, 175
자사, 50, 148
바타, 46, 161
차자, 48, 171
사마, 54, 189
자차, 92, 162
차하, 95, 164
하바, 72, 195
마마, 92, 177
나라, 66, 183
자차, 99, 188
카카, 44, 161
바파, 56, 176
가아, 80, 195
하가, 62, 154
타자, 52, 168
파차, 79, 187
마가, 82, 196
라카, 80, 182
가가, 56, 168
카파, 70, 194
사가, 67, 168
파다, 56, 179
타파, 61, 197
타마, 64, 192
하파, 85, 157
바라, 86, 193
가파, 95, 170
타사, 97, 199
사차, 72, 178
나사, 65, 172
라바, 58, 171
다파, 81, 199
차하, 51, 167
자사, 93, 190
파다, 87, 163
바차, 93, 140
파아, 84, 146
아다, 85, 160
차사, 88, 177
자타, 65, 145
파타, 83, 141
가자, 70, 141
파다, 42, 142
바가, 75, 150
마파, 74, 163
카카, 68, 167
타파, 84, 153
차아, 96, 171
사마, 67, 167
카파, 49, 146
자가, 93, 176
사카, 92, 162
라마, 52, 166
카사, 44, 170
하나, 54, 196
바마, 75, 185
나마, 92, 145
자파, 91, 166
바아, 91, 173
아타, 44, 152
가아, 96, 170
가자, 59, 155
파바, 45, 185
아다, 44, 149
가나, 88, 197
하가, 41, 196
바나, 98, 172
라카, 91, 178
파차, 48, 150
다바, 56, 178
아카, 65, 160
자하, 78, 155
카나, 96, 166
사나, 52, 187
차바, 84, 143
자차, 70, 179
카자, 69, 175
차라, 46, 193
라자, 70, 144
파하, 82, 152
다나, 53, 144
바나, 99, 186
가차, 76, 199
타파, 48, 191
바하, 44, 179
나아, 75, 184
나차, 51, 199
차타, 98, 146
차차, 53, 156
나나, 80, 150
타카, 76, 179
마라, 76, 146
바라, 66, 150
하라, 84, 193
차카, 66, 184
가타, 61, 195
아다, 92, 192
나카, 45, 158
마라, 99, 190
자아, 77, 151
파사, 91, 194
라나, 71, 180
라하, 76, 183
하다, 69, 195
타파, 71, 170
아카, 46, 174
타하, 88, 151
차타, 60, 188
타자, 78, 183
차나, 84, 159
차다, 72, 143
파다, 76, 153
가가, 84, 184
다파, 67, 149
가바, 52, 172
나가, 93, 172
마자, 81, 177
다마, 72, 195
타파, 59, 183
아자, 85, 179
차바, 43, 162
마타, 64, 186
나다, 89, 152
파아, 47, 153
자라, 71, 169
다파, 41, 161
바다, 83, 172
타바, 44, 182
자마, 81, 177
나라, 67, 149
마나, 48, 147
사라, 87, 180
차마, 68, 188
하타, 46, 162
아카, 43, 188
하파, 96, 170
차나, 93, 150
차파, 51, 170
나나, 72, 161
파마, 90, 151
하라, 66, 187
카사, 62, 180
다가, 44, 182
나차, 42, 187
라자, 63, 192
사카, 90, 165
아바, 96, 180
하자, 49, 180
타파, 73, 169
다아, 58, 168
자바, 48, 158
자파, 54, 150
가다, 40, 141
하마, 40, 177
사타, 72, 147
타라, 93, 167
가하, 95, 186
바라, 54, 184
타라, 70, 141
아다, 75, 181
아다, 44, 162
타차, 65, 147
라아, 69, 192
바다, 67, 156
아마, 43, 198
차라, 53, 198
사하, 90, 165
파자, 92, 150
사하, 57, 181
바아, 95, 142
자마, 93, 169
차나, 50, 190
라차, 45, 151
바하, 43, 146
라바, 75, 165
나마, 68, 158
라카, 67, 189
마사, 83, 191
바바, 49, 143
하바, 96, 185
나자, 82, 198
바다, 57, 196
나다, 58, 179
파아, 65, 154
타타, 46, 141
카바, 86, 171
다자, 97, 143
차바, 87, 167
파타, 48, 193
사나, 96, 151
가가, 41, 183
사카, 46, 195
바차, 57, 142
자가, 54, 165
마자, 99, 184
파차, 54, 195
라마, 47, 152
카사, 43, 149
차가, 81, 141
타타, 60, 192
사파, 98, 198
카가, 51, 148
나차, 70, 173
가나, 92, 170
마타, 52, 166
타사, 96, 155
가다, 84, 147
타라, 53, 154
아자, 75, 152
가다, 62, 173
나자, 80, 170
나카, 72, 164
마차, 84, 149
하타, 68, 189
차마, 65, 174
카나, 93, 188
차바, 49, 165
카하, 51, 167
마아, 95, 176
가바, 73, 144
가하, 74, 148
하타, 42, 176
마라, 80, 189
하카, 94, 147
바다, 76, 183
가자, 98, 151
라다, 96, 170
아라, 90, 143
타카, 60, 144
자자, 43, 195
파타, 46, 168
바타, 50, 194
하자, 82, 140
가차, 96, 177
차라, 83, 195
하차, 82, 149
하나, 78, 141
타자, 90, 186
가사, 93, 185
하차, 79, 171
바라, 44, 142
차타, 48, 164
차타, 99, 176
카나, 61, 198
사바, 77, 190
타라, 94, 168
바아, 58, 168
자카, 54, 167
나가, 44, 159
바아, 42, 140
카바, 52, 163
하카, 70, 185
라바, 74, 160
라나, 85, 174
파라, 91, 168
사가, 81, 183
라타, 45, 168
사카, 77, 153
가카, 74, 192
가타, 82, 173
바하, 55, 181
사라, 51, 186
타바, 89, 176
라나, 89, 143
차바, 49, 146
차나, 72, 168
사차, 85, 177
라가, 40, 180
자하, 86, 141
다차, 68, 198
바파, 55, 179
아하, 51, 186
바자, 93, 180
아나, 49, 152
가하, 84, 186
바가, 80, 170
자하, 86, 176
마차, 65, 187
다다, 84, 141
가가, 51, 185
가사, 85, 172
타바, 46, 161
차자, 81, 156
사사, 98, 173
자자, 82, 188
마다, 46, 189
아다, 57, 158
가차, 48, 163
나하, 78, 157
파나, 78, 190
가바, 46, 168
바마, 42, 168
마카, 70, 198
파아, 53, 199
자바, 50, 149
하가, 43, 174
라자, 61, 171
파아, 94, 167
타다, 88, 188
바아, 49, 183
라가, 62, 162
카가, 57, 158
라차, 51, 172
차가, 50, 168
아다, 60, 152
자나, 44, 177
다차, 54, 180
아라, 83, 188
아바, 67, 191
자마, 71, 165
바아, 57, 174
타마, 81, 190
가다, 48, 144
하파, 64, 171
차사, 64, 144
파타, 49, 175
사아, 42, 144
아타, 86, 169
차하, 41, 199
가카, 65, 181
다자, 81, 189
자다, 66, 161
타아, 95, 177
차가, 60, 180
하바, 77, 141
파라, 89, 153
사가, 43, 188
마라, 97, 198
가가, 64, 166
다나, 71, 198
카다, 41, 156
바나, 86, 189
마라, 84, 142
카다, 77, 186
자라, 55, 189
자차, 55, 191
파바, 81, 195
가파, 46, 182
아자, 50, 154
나라, 54, 145
가하, 82, 188
아다, 81, 157
타아, 80, 160
아타, 82, 164
마파, 90, 185
카카, 69, 149
다라, 81, 185
하마, 60, 195
타라, 57, 157
나마, 62, 185
하가, 45, 182
아아, 75, 157
차라, 90, 166
타바, 93, 193
가가, 58, 151
타하, 50, 143
아다, 49, 178
사나, 55, 192
차나, 55, 189
카아, 46, 140
라하, 70, 175
자마, 78, 193
하파, 82, 184
하사, 75, 196
아자, 74, 179
나라, 76, 154
라파, 48, 183
타바, 68, 160
아다, 53, 188
차다, 83, 185
카하, 85, 167
하라, 86, 177
자자, 96, 195
나사, 41, 169
사파, 53, 146
파다, 85, 156
카하, 48, 168
라다, 63, 170
바나, 49, 144
하라, 45, 165
가타, 50, 183
자파, 78, 146
나가, 74, 166
라가, 54, 173
바마, 79, 196
파나, 53, 194
자차, 50, 171
파아, 50, 142
차파, 68, 170
다타, 85, 189
타바, 84, 165
파나, 73, 152
하나, 49, 162
나하, 88, 174
바나, 52, 142
자파, 41, 182
라마, 40, 170
다바, 55, 197
마사, 93, 154
사바, 68, 173
하하, 44, 148
가마, 70, 177
나차, 84, 156
라나, 75, 155
마파, 93, 144
나차, 60, 169
마차, 86, 177
타아, 56, 143
차나, 54, 166
하파, 76, 144
다나, 78, 158
가바, 75, 170
자사, 99, 144
타카, 51, 143
카라, 54, 172
다아, 82, 184
나파, 97, 191
바차, 82, 198
아다, 55, 176
카아, 60, 153
바나, 94, 172
카하, 74, 141
자마, 76, 186
카아, 69, 144
타자, 88, 162
타다, 55, 157
타자, 78, 158
아마, 79, 156
바자, 93, 198
나나, 91, 148
타아, 84, 145
파파, 97, 189
타타, 57, 184
하바, 96, 182
차라, 81, 174
바차, 51, 187
차가, 78, 153
바마, 86, 144
카파, 88, 187
파나, 93, 150
아타, 81, 178
카차, 55, 188
사파, 91, 196
하바, 42, 164
파차, 83, 147
자자, 88, 199
파바, 92, 165
파자, 84, 154
나라, 41, 148
자나, 68, 153
사사, 69, 161
나차, 95, 181
파아, 73, 147
나사, 72, 191
라아, 64, 153
나나, 83, 146
차가, 52, 155
파하, 53, 183
사마, 89, 176
바하, 94, 165
나다, 94, 174
가자, 71, 167
가나, 46, 189
나타, 75, 161
자타, 94, 186
타자, 91, 178
가라, 52, 194
하바, 79, 146
카라, 90, 181
나다, 48, 166
카타, 47, 154
라파, 56, 178
하아, 81, 147
차카, 94, 184
파다, 64, 191
아사, 47, 176
나라, 42, 190
차카, 76, 168
사나, 85, 170
라바, 45, 188
자파, 57, 191
라라, 81, 185
가카, 43, 175
하사, 70, 190
파마, 76, 152
타마, 59, 140
하사, 93, 173
타하, 53, 183
라하, 40, 153
카나, 63, 171
차아, 93, 183
바바, 65, 192
나아, 64, 145
마타, 82, 166
하사, 97, 178
사다, 59, 164
라카, 92, 149
사나, 44, 170
파사, 76, 178
자파, 50, 184
아카, 63, 186
파마, 52, 175
다다, 47, 177
카사, 60, 192
나라, 90, 174
바카, 49, 170
가나, 41, 175
가가, 72, 197
차아, 82, 183
가라, 46, 187
라타, 41, 142
라다, 93, 143
나나, 54, 193
파마, 67, 177
아하, 45, 174
자나, 53, 154
가파, 61, 157
파하, 82, 160
나자, 74, 170
사아, 95, 172
나아, 79, 175
가사, 57, 157
마가, 76, 174
타카, 99, 164
가가, 53, 176
차차, 72, 183
차타, 99, 154
다바, 63, 161
자가, 47, 175
파자, 65, 166
라나, 48, 144
파다, 94, 160
가차, 94, 187
카나, 65, 183
자하, 68, 165
라자, 82, 149
가사, 55, 186
사카, 97, 173
사자, 92, 170
사자, 80, 171
자아, 65, 143
마차, 59, 147
타사, 95, 148
하바, 61, 140
다다, 70, 177
카다, 81, 183
사다, 59, 147
차아, 56, 168
마다, 64, 179
카카, 61, 182
아자, 40, 144
바가, 66, 152
가다, 41, 183
가카, 56, 144
라아, 60, 149
라가, 44, 152
사마, 86, 169
카마, 66, 160
사파, 48, 150
타타, 74, 156
바가, 63, 169
라나, 86, 182
카마, 59, 194
라사, 81, 172
바하, 94, 160
가하, 90, 160
아타, 82, 190
나타, 98, 183
다차, 96, 190
라바, 62, 171
파바, 52, 154
바마, 85, 173
바차, 47, 150
사타, 51, 162
바카, 91, 179
자자, 78, 173
카가, 66, 141
바하, 93, 175
아하, 63, 145
가자, 70, 149
사타, 97, 183
차자, 73, 153
아카, 69, 180
타자, 70, 191
다나, 48, 150
카자, 52, 156
하마, 54, 183
